blocklevel;cycle;balance;full_balance;current_frozen_deposits;frozen_deposits;staking_balance;delegated_balance;attestation_power;unstaked_frozen_deposits;balance_updates
13695;106;16441544262;73823932729;7382392089;57349216254;73823932729;0;442;[ { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999996378" }, { "cycle": 106, "deposit": "0" } ];
13696;106;16480047843;73866714267;7386671427;57349216254;73866714267;0;437;[ { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999994997" }, { "cycle": 106, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "204200", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1837800", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840423", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34563801", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1381", "origin": "block" }
13697;107;16480047843;73866714267;7386671427;57360372476;73866714267;0;431;[ { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999994997" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" } ];
13823;107;16526266323;73918065721;7391804401;57360372476;73918065721;0;466;[ { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999994997" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" } ];
13824;107;16562354998;73958164249;7395816425;57360372476;73958164249;0;488;[ { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999992826" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "4009853", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "36088675", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "2171", "origin": "block" }
13825;108;16566556678;73962832563;7396283059;57365524107;73962832563;0;468;[ { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999992826" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233300", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099700", "origin": "block" }
13951;108;16604371798;74004847389;7400482765;57365524107;74004847389;0;485;[ { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999992826" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" } ];
13952;108;16640459873;74044945251;7404494526;57365524107;74044945251;0;465;[ { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999990852" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "4009787", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "36088075", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1974", "origin": "block" }
13953;109;16640459873;74044945251;7404494526;7374179581;74044945251;0;49;[ { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999990852" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" } ];
14079;109;16648863233;74054281879;7405427794;7374179581;74054281879;0;61;[ { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999990852" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" } ];
14080;109;66653491848;74059435387;7405943539;7374179581;74059435387;0;67;[ { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "0" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "515351", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4638157", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-394", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "394", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "49999990852", "origin": "block" }
14081;110;66653491848;74059435387;7405943539;7382829623;74059435387;0;57;[ { "cycle": 105, "deposit": "0" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" } ];
14207;110;66657693528;74064103701;7406410173;7382829623;74064103701;0;64;[ { "cycle": 105, "deposit": "0" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" } ];
14208;110;66662336283;74069262537;7406926254;7382829623;74069262537;0;63;[ { "cycle": 105, "deposit": "0" }, { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "515884", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4642952", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-197", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "197", "origin": "block" }
14209;111;66662336283;74069262537;7406926254;7391804401;74069262537;0;64;[ { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" } ];
14335;111;66670739643;74078599165;7407859522;7391804401;74078599165;0;65;[ { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" } ];
14336;111;66675386996;74083763329;7408376333;7391804401;74083763329;0;54;[ { "cycle": 106, "deposit": "0" }, { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "516417", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4647747", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-394", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "394", "origin": "block" }
14337;112;66675386996;74083763329;7408376333;7398616229;74083763329;0;59;[ { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" } ];
14463;112;66675386996;74083763329;7408376333;7398616229;74083763329;0;64;[ { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" } ];
14464;112;66680038340;74088931489;7408893149;7398616229;74088931489;0;59;[ { "cycle": 107, "deposit": "0" }, { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "516816", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4651344", "origin": "block" }
14465;113;66680038340;74088931489;7408893149;7404961160;74088931489;0;62;[ { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" }, { "cycle": 113, "deposit": "0" } ];
14591;113;66684240020;74093599803;7409359783;7404961160;74093599803;0;66;[ { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" }, { "cycle": 113, "deposit": "0" } ];
14592;113;66688894763;74098771959;7409877196;7404961160;74098771959;0;63;[ { "cycle": 108, "deposit": "0" }, { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" }, { "cycle": 113, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "517216", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "4654940", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-197", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "197", "origin": "block" }
14593;114;66688894763;74098771959;7409877196;7406410173;74098771959;0;67;[ { "cycle": 109, "deposit": "0" }, { "cycle": 110, "deposit": "0" }, { "cycle": 111, "deposit": "0" }, { "cycle": 112, "deposit": "0" }, { "cycle": 113, "deposit": "0" }, { "cycle": 114, "deposit": "0" } ];
