blocklevel;cycle;balance;full_balance;current_frozen_deposits;frozen_deposits;staking_balance;delegated_balance;attestation_power;unstaked_frozen_deposits;balance_updates
11392;88;15299912346;72555458114;57255545768;57221867569;572555457678;499999999564;458;[ { "cycle": 83, "deposit": "0" }, { "cycle": 84, "deposit": "0" }, { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841022", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34569196", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-789", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "789", "origin": "block" }
11393;89;15299912346;72555458114;57255545768;57231777535;572555457678;499999999564;420;[ { "cycle": 84, "deposit": "0" }, { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" } ];
11519;89;15333525786;72592804626;57259278840;57231777535;572592804190;499999999564;481;[ { "cycle": 84, "deposit": "0" }, { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" } ];
11520;89;15368093403;72631214844;57263121441;57231777535;572631214408;499999999564;481;[ { "cycle": 84, "deposit": "0" }, { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841022", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34569196", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1579", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1579", "origin": "block" }
11521;90;15368093403;72631214844;57263121441;57238886309;572631214408;499999999564;461;[ { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" } ];
11647;90;15405908523;72673229670;57267321147;57238886309;572673229234;499999999564;423;[ { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" } ];
11648;90;15440475942;72711639888;57271163946;57238886309;572711639452;499999999564;467;[ { "cycle": 85, "deposit": "0" }, { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3841022", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34569196", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1777", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1777", "origin": "block" }
11649;91;15440475942;72711639888;57271163946;57244128548;572711639452;499999999564;443;[ { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" } ];
11775;91;15465686022;72739649772;57273963750;57244128548;572739649336;499999999564;471;[ { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" } ];
11776;91;15500253435;72778059324;57277805889;57244128548;572778058888;499999999564;443;[ { "cycle": 86, "deposit": "0" }, { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840956", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34568596", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1183", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1183", "origin": "block" }
11777;92;15500253435;72778059324;57277805889;57251703957;572778058888;499999999564;433;[ { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" } ];
11903;92;15538068555;72820074150;57282005595;57251703957;572820073714;499999999564;441;[ { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" } ];
11904;92;15572634176;72858482370;57285848194;57251703957;572858481934;499999999564;467;[ { "cycle": 87, "deposit": "0" }, { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840822", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34567398", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1777", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1777", "origin": "block" }
11905;93;15572634176;72858482370;57285848194;57259278840;572858481934;499999999564;442;[ { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" } ];
12031;93;15597896744;72886550582;57288653838;57259278840;572886550146;499999999564;460;[ { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" } ];
12032;93;15632462965;72924958802;57292495837;57259278840;572924958366;499999999564;434;[ { "cycle": 88, "deposit": "0" }, { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840822", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34567398", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1177", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1177", "origin": "block" }
12033;94;15632462965;72924958802;57292495837;57267321147;572924958366;499999999564;445;[ { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" } ];
12159;94;15674479765;72971641942;57297162177;57267321147;572971641506;499999999564;490;[ { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" } ];
12160;94;15709045189;73010050162;57301004973;57267321147;573010049726;499999999564;470;[ { "cycle": 89, "deposit": "0" }, { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840822", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34567398", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1974", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1974", "origin": "block" }
12161;95;15709045189;73010050162;57301004973;57273963750;573010049726;499999999564;424;[ { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" } ];
12287;95;15730053589;73033391732;57303338143;57273963750;573033391296;499999999564;443;[ { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" } ];
12288;95;15764619401;73071799286;57307179885;57273963750;573071798850;499999999564;476;[ { "cycle": 90, "deposit": "0" }, { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840756", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34566798", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-986", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "986", "origin": "block" }
12289;96;15764619401;73071799286;57307179885;57282005595;573071798850;499999999564;459;[ { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" } ];
12415;96;15785627801;73095140856;57309513055;57282005595;573095140420;499999999564;414;[ { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" } ];
12416;96;15820194212;73133549076;57313354864;57282005595;573133548640;499999999564;473;[ { "cycle": 91, "deposit": "0" }, { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840822", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34567398", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-987", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "987", "origin": "block" }
12417;97;15820194212;73133549076;57313354864;57286787302;573133548640;499999999564;427;[ { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" } ];
12543;97;15837000932;73152222332;57315221400;57286787302;573152221896;499999999564;450;[ { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" } ];
12544;97;15871566941;73190629886;57319062945;57286787302;573190629450;499999999564;450;[ { "cycle": 92, "deposit": "0" }, { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840756", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34566798", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-789", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "789", "origin": "block" }
12545;98;15871566941;73190629886;57319062945;57297162177;573190629450;499999999564;480;[ { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" } ];
12671;98;15917510921;73241676340;57324165419;57297162177;573241675904;499999999564;463;[ { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" } ];
12672;98;15952075548;73280083894;57328008346;57297162177;573280083458;499999999564;482;[ { "cycle": 93, "deposit": "0" }, { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840756", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34566798", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-2171", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "2171", "origin": "block" }
12673;99;15952075548;73280083894;57328008346;57303338143;573280083458;499999999564;451;[ { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" } ];
12799;99;15999307908;73332561662;57333253754;57303338143;573332561226;499999999564;446;[ { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" } ];
12800;99;16033871738;73370968550;57337096812;57303338143;573370968114;499999999564;430;[ { "cycle": 94, "deposit": "0" }, { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840689", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34566199", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-2369", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "2369", "origin": "block" }
12801;100;16033871738;73370968550;57337096812;57309513055;573370968114;499999999564;472;[ { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" } ];
12927;100;16041734198;73379704178;57337969980;57309513055;573379703742;499999999564;440;[ { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" } ];
12928;100;16045658086;73384064492;57338406406;57309513055;573384064056;499999999564;424;[ { "cycle": 95, "deposit": "0" }, { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "202500", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1822500", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-592", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "592", "origin": "block" }
12929;101;16045658086;73384064492;57338406406;57315221400;573384064056;499999999564;461;[ { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" } ];
13055;101;16072976446;73414416690;57341440244;57315221400;573414416254;499999999564;457;[ { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" } ];
13056;101;16107538866;73452820914;57345282048;57315221400;573452820478;499999999564;457;[ { "cycle": 96, "deposit": "0" }, { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840423", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34563801", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1381", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1381", "origin": "block" }
13057;102;16107538866;73452820914;57345282048;57322329383;573452820478;499999999564;448;[ { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" } ];
13183;102;16169412546;73521565938;57352153392;57322329383;573521565502;499999999564;434;[ { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" } ];
13184;102;16203974388;73559971494;57355997106;57322329383;573559971058;499999999564;411;[ { "cycle": 97, "deposit": "0" }, { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840556", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34565000", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-3158", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3158", "origin": "block" }
13185;103;16203974388;73559971494;57355997106;57330193216;573559971058;499999999564;467;[ { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" } ];
13311;103;16243372449;73603744925;57360372476;57330193216;573603744489;499999999564;425;[ { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" } ];{ "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1981", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "233334", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "2099999", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "205300", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "1847700", "origin": "block" }
13312;103;16277935476;73642150481;57364215005;57330193216;573642150045;499999999564;437;[ { "cycle": 98, "deposit": "0" }, { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840556", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34565000", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "-1973", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1973", "origin": "block" }
13313;104;16277935476;73642150481;57364215005;57337534046;573642150045;499999999564;445;[ { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" } ];
13439;104;16317289440;73685874885;57368585445;57337534046;73685874885;0;482;[ { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" } ];
13440;104;16351854440;73724280441;7372428045;57337534046;73724280441;0;450;[ { "cycle": 99, "deposit": "0" }, { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840556", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34565000", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "-49999997956", "origin": "block" }
13441;105;16351854440;73724280441;7372428045;57341440244;73724280441;0;474;[ { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999997956" } ];
13567;105;16383363680;73759288953;7375927317;57341440244;73759288953;0;446;[ { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999997956" } ];
13568;105;16417926282;73797691845;7379769185;57341440244;73797691845;0;435;[ { "cycle": 100, "deposit": "0" }, { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999996378" } ];{ "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "3840290", "origin": "block" } { "kind": "contract", "contract": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN", "change": "34562602", "origin": "block" } { "kind": "freezer", "category": "deposits", "staker": { "baker": "tz1SpCandJN3VJWPZjYB99aMTFaMYPh8QTJN" }, "change": "1578", "origin": "block" }
13569;106;16417926282;73797691845;7379769185;57349216254;73797691845;0;452;[ { "cycle": 101, "deposit": "0" }, { "cycle": 102, "deposit": "0" }, { "cycle": 103, "deposit": "0" }, { "cycle": 104, "deposit": "0" }, { "cycle": 105, "deposit": "49999996378" }, { "cycle": 106, "deposit": "0" } ];
